v4_0,calendar-years,Time,local-health-board,Geography,week-number,Week,cause-of-death,CauseOfDeath,place-of-death,PlaceOfDeath,registration-or-occurrence,RegistrationOrOccurrence
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
14,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
86,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
23,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
36,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,home,Home,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,registrations,Registrations
100,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
7,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
62,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
18,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
39,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,registrations,Registrations
138,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
6,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
90,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
26,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
40,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,registrations,Registrations
83,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
45,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
45,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
8,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
51,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
6,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
124,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
11,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
57,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
9,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
12,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
27,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
2,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
11,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
50,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
40,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
75,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
24,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
41,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
29,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
73,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
3,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
111,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
9,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
61,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
18,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
34,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
5,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
85,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
11,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
49,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
28,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
51,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
128,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
2,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
18,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
9,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
88,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
23,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,registrations,Registrations
5,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
38,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,registrations,Registrations
71,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
5,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
36,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
2,2021,2021,W11000031,Swansea Bay University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
65,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
59,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
4,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
117,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
7,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
40,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
1,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
8,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
47,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
6,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
9,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
13,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
28,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
5,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
10,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
34,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
6,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
32,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
1,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
69,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
13,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
3,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
24,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
35,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
46,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
2,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
108,2021,2021,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
